						
						
						
WinLoc	SILID	Nominal Unicode Mapping	Other possible CP1252 locations	Mapping Comments	Nominal Non-spacing Mappings	Non-spacing Mapping Comments
Z131	6103	02CB	"60,91"	"Possible mappings include U+0060, U+02CB, U+2018 and U+2035."	0300	
Z142	6104	00A8			0308	
Z158	6105	02C6	5E	"Possible mappings include U+005E, U+02C4, U+02C6, U+2227, U+22C0 and U+2303."	0302	
Z173	6106	02C7			030C	
Z178	6107	2D8			0306	
Z192	6108				0311	
Z100	6109	00AF		"SILID 6109 might be used for U+00AF or U+02C9. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent."	0304	See also U+0305 and U+033F
Z125	6110	02DD	"22,94"	"The appropriate mapping of Encore glyph SILID 6110 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."	030B	
Z137	6111	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
Z198	6112				PUA	See also U+032B.
Z152	6113	2D9			0307	
Z202	6117	02DA	B0	"Possible mappings include U+00B0, U+02DA and U+02DA."	030A	See also U+0325.
Z206	6136	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
Z212	6137	0022	94	"The appropriate mapping of Encore glyph SILID 6137 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."	030E	
Z216	6139	207A			PUA	See also U+031F.
Z219	6140				1DC5	New in Unicode 5.0
Z221	6141				1DC6	New in Unicode 5.0
Z231	6143	02C0			0309	
Z164	6144				0302 + 0301	
Z162	6145				0302 + 0306	
Z182	6146				0306 + 0303	
Z166	6147				0302 + 0300	
Z170	6148				0302 + 0303	
Z168	6149				0302 + 0309	
Z184	6150				0306 + 0300	
Z186	6151				0306 + 0301	
Z188	6152				0306 + 0309	
Z116	6154				0303 + 0300	
Z146	6155				0308 + 0301	
Z148	6156				0308 + 0302	
Z118	6157				0303 + 0301	
Z106	6159				0304 + 0308	"This might also be represented by the sequence < U+0305, U+0308 >."
Z108	6160				0304 + 0307	"This might also be represented by the sequence < U+0305, U+0307 >."
Z234	6161	2BC	"27,92,B4"	"The appropriate mapping of Encore glyph SILID 6161 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	See also U+0313.
Z235	6162	02DE				
Z135	6169	2036	93	"Possible mappings include U+201D, U+2036 and U+301D"	030F	
Z223	6170				1DC4	New in Unicode 5.0
Z225	6171				1DC7	New in Unicode 5.0
Z227	6172				1DC8	New in Unicode 5.0
Z229	6173				1DC9	New in Unicode 5.0
W173	6174	2D8			0306	
Z113	6201	02DC	7E	"Possible mappings include U+007E, U+02DC and U+223C."	0303	
Z122	6202	02CA	"27,92,B4"	"The appropriate mapping of Encore glyph SILID 6202 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0301	
Z132	6203	02CB	"60,91"	"Possible mappings include U+0060, U+02CB, U+2018 and U+2035."	0300	
Z143	6204	00A8			0308	
Z159	6205	02C6	5E	"Possible mappings include U+005E, U+02C4, U+02C6, U+2227, U+22C0 and U+2303."	0302	
Z174	6206	02C7			030C	
Z179	6207	2D8			0306	
Z193	6208				0311	
Z103	6209	00AF		"SILID 6209 might be used for U+00AF or U+02C9. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent."	0305	See also U+0304 and U+033F.
Z126	6210	02DD	"22,94"	"The appropriate mapping of Encore glyph SILID 6210 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."	030B	See also U+02BA and U+02DD.
Z138	6211	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
Z155	6213	2D9			0307	
Z207	6236	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
Z114	6301	02DC	7E	"Possible mappings include U+007E, U+02DC and U+223C."	0303	
Z123	6302	02CA	"27,92,B4"	"The appropriate mapping of Encore glyph SILID 6302 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0301	
Z133	6303	02CB	"60,91"	"Possible mappings include U+0060, U+02CB, U+2018 and U+2035."	0300	
Z144	6304	00A8			0308	
Z160	6305	02C6	5E	"Possible mappings include U+005E, U+02C4, U+02C6, U+2227, U+22C0 and U+2303."	0302	
Z175	6306	02C7			030C	
Z180	6307	2D8			0306	
Z194	6308				0311	
Z104	6309	00AF		"SILID 6309 might be used for U+00AF or U+02C9. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent."	0305	See also U+0304 and U+033F.
Z128	6310	02DD	"22,94"	"The appropriate mapping of Encore glyph SILID 6310 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."	030B	See also U+02BA and U+02DD.
Z139	6311	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
Z156	6313	2D9			0307	
Z208	6336	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
Z110	6401	02DC	7E	"Possible mappings include U+007E, U+02DC and U+223C."	0334	"See U+0334. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Z043	6418	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Z047	6419	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Z051	6420	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
